Id,Price
725,164219.22645748078
15856,212163.73564362517
5480,270572.1054983042
15664,378953.4238161396
14275,137128.30673703377
7633,208553.1288577288
13329,170609.49443075454
5502,223830.28303090815
4220,294558.36314794864
11538,201715.15495503932
15975,268126.3981319432
3310,221185.63878332658
9286,157440.8435274462
11260,191510.86086033427
5214,109020.90540299185
11307,183787.23885764473
13543,382965.8657193688
615,171163.9009974072
3495,215029.32037265747
2321,236993.55140669135
12046,198267.08339544726
16688,141284.1423347796
12694,223974.61933799472
783,149690.7748673054
8968,178180.436431908
13454,167039.03914409466
12190,259783.01187617116
11160,107470.80964949007
10291,191470.1324316224
891,288995.43087190436
2982,179854.60004904695
3818,255930.7634487386
2449,196061.44421519368
8317,163952.87654145487
4922,179946.83660797635
1257,248093.79036666587
9348,205035.02405332733
4176,170719.29703635626
10704,162501.47623085682
6624,110781.23957805178
5428,168595.49371631
12749,173696.8470002063
8994,217472.35744595825
11513,135964.89165228614
3047,195283.52930609012
9519,197072.88531149665
12309,230209.36906789322
14081,283256.6243242693
8334,254358.7866753912
6343,177272.93993454444
14788,128509.85541190213
15748,392243.2617717418
153,229627.04503365696
14149,186521.55611553404
269,185041.86692891925
5452,116646.20374659105
721,167308.5679490915
5079,339688.893344832
2831,123050.77947846122
10614,117980.9072298774
10131,276048.8170251524
9996,300177.50039375946
3061,190010.67555772414
11733,342598.11748770525
3726,277175.5965752681
10929,227387.6063141294
9011,368729.44559940015
16182,298706.1506083956
4976,166908.30975422752
9897,242359.94534649694
1872,150381.01428620564
9205,386511.878390525
5403,404671.55498149846
14074,210816.11770248716
6268,153829.7309521296
14232,169535.3359305456
8532,240210.94480578674
7034,324671.9061749969
6553,454429.3634149006
3133,175238.2114130794
8596,208005.0987498888
12389,250452.5509580846
14462,176119.30369433697
8860,317302.2246587567
8377,293452.33949138544
6367,331645.70483458444
6917,235599.80357013852
4216,203051.85297825196
5806,173308.59530654023
5438,168653.82206926143
6632,196521.2059123624
2650,147438.40882979103
5396,208814.47233417677
4044,148632.98432636296
1345,221391.15454108635
856,176266.11184722016
12791,265697.90159196715
12499,216268.54426023876
12249,129372.56105996098
14641,152592.68949111298
1919,159521.64442602915
7848,196428.61296968407
10749,169435.155423579
15554,190177.9127844954
15834,180161.2620970773
1355,166793.2811200815
15451,186165.11123834434
12401,198895.69228896292
10290,180804.6911947037
9462,112173.79333269985
3103,246593.5987411927
3420,144082.0175093638
12262,244868.9484884427
5032,138975.18977005314
8949,292908.4972457231
15567,221000.5499433792
16389,163911.89596425532
7809,89807.80506968187
8990,160660.7476843754
16089,261624.10530265025
12743,111264.31200235471
5132,128664.49380395305
1619,269795.5804675916
2428,91209.01175149865
16741,158173.34784419814
13193,215833.29531805473
12588,480467.3082023162
5067,170681.18232248747
14685,126961.09591842868
2292,183748.48180597395
5746,131244.91166045493
12578,161459.06324882852
14834,161560.71659504576
2147,168049.536828815
8222,132147.0218413009
10419,261822.09777832538
11492,230843.48726446662
3006,228427.34799312305
8761,192160.5332870653
15371,366736.26232991926
16367,153445.08113452245
6317,252631.802689968
10878,263942.2202743353
3895,157183.47095795005
8041,222686.1005451802
13428,452668.08307413815
14669,147374.64800991444
1006,171361.8182705555
12271,175374.18742724054
3764,382201.47912893724
7675,194954.0706605768
11709,296310.0165270789
8629,154627.91376561354
1105,326220.8441984578
6096,178565.79273278223
11727,212796.10762101313
5157,181621.52719585912
3679,136007.18302906904
1755,143798.82056115562
7391,211623.44344599982
7425,105023.9718454842
6882,410185.113975446
10752,335196.48628898885
7472,210848.60764985523
14320,103479.84107783387
9596,165821.3227066023
5317,221089.07373382765
7378,87129.84433653679
16154,186909.42581133352
3464,202896.04148840287
4197,241259.75928664635
9477,113185.86284844045
12705,190744.92958568365
16426,202468.61289648977
1481,79293.27427959625
9946,240437.97455636642
12025,218018.26033607093
