Id,Price
725,162622.92937076214
15856,234309.9030848085
5480,203972.30498762522
15664,381000.24379779724
14275,144181.67801316857
7633,212420.9287922095
13329,167073.60534239036
5502,217751.7801253965
4220,294250.70640830253
11538,192983.05738685434
15975,282283.1001480215
3310,224169.41909208705
9286,153008.2462912047
11260,197934.3577364498
5214,105127.05563377355
11307,178977.04028923207
13543,383100.76482830755
615,166054.80680449848
3495,221755.2894977165
2321,217496.06207493038
12046,203163.36193104586
16688,139836.50962443528
12694,234131.81503866482
783,143315.62993891252
8968,167727.05292032802
13454,181423.66037379374
12190,267175.80162762955
11160,113553.27763931052
10291,199858.9663626917
891,297139.34776529
2982,187039.63006980458
3818,262895.89299565315
2449,186471.47283983545
8317,164847.8153983245
4922,177798.0897794216
1257,240677.89401903114
9348,212000.58632338783
4176,179252.26854779138
10704,161011.134755264
6624,111488.9002243609
5428,196097.4745515249
12749,174724.21575795393
8994,203482.09324715016
11513,135529.20685015345
3047,202583.13417021977
9519,188443.73979566564
12309,236314.75252168
14081,280912.2051438235
8334,266702.02374893776
6343,176311.01155623738
14788,129856.11471855048
15748,337630.2423485096
153,235798.83137732893
14149,168928.24478449146
269,191058.590129116
5452,135680.566486427
721,149374.33417574872
5079,329252.94059560064
2831,116269.6586904038
10614,117256.53695772892
10131,272481.70092126174
9996,302703.7127163531
3061,186132.1042138361
11733,305620.20619034756
3726,246023.2095346033
10929,224091.19519063726
9011,295065.1607227589
16182,287353.6128944063
4976,174472.1588447985
9897,243580.7919717052
1872,166774.51110867175
9205,465775.6681724076
5403,389173.19160136004
14074,199814.929232416
6268,156717.10601790147
14232,162642.7699031678
8532,225304.31582411728
7034,342615.9976501884
6553,473842.6847026631
3133,183022.48649254907
8596,201695.25856062397
12389,252208.26004758215
14462,181871.04030978397
8860,348659.9528147282
8377,291658.54504585225
6367,333866.3637046349
6917,244494.17129437448
4216,211368.20507929966
5806,162965.56651179254
5438,178084.28107769432
6632,200020.63948302413
2650,148842.4053372781
5396,191052.22753214496
4044,146748.488855264
1345,238999.89848828746
856,180488.66987777277
12791,279251.85240364703
12499,215059.07309638994
12249,130413.41273278043
14641,145804.2373111308
1919,164932.17012061097
7848,202619.97749296148
10749,176121.6034897229
15554,193429.13944105097
15834,196891.80938896586
1355,169878.40709827442
15451,193058.24996328916
12401,177118.8949896678
10290,176674.5738557669
9462,119583.777541278
3103,244511.12537989387
3420,136271.04270916773
12262,244237.46045729995
5032,170707.019238701
8949,303097.78517460515
15567,227748.0317562249
16389,161212.55507275386
7809,88471.77000667433
8990,144557.4324487004
16089,270361.7191743028
12743,108525.79254433078
5132,128190.8633268926
1619,281717.9483450918
2428,80798.40420506838
16741,161848.74671294537
13193,213415.95685927555
12588,506526.572222829
5067,178622.55632042343
14685,129192.63417253655
2292,181531.0960781299
5746,128136.32485422456
12578,164430.96988210507
14834,168159.72996577044
2147,166052.82586585547
8222,133414.68451160818
10419,265605.7971239553
11492,230306.71535681223
3006,228235.15127291103
8761,196363.26170473555
