Id,Price
725,175237.6968649528
15856,194158.2629372636
5480,293477.1906702155
15664,271486.1694296771
14275,122743.3192677144
7633,178796.00313101104
13329,189106.43148395838
5502,217243.25667396095
4220,321490.9121693801
11538,254200.2308463403
15975,291325.4105179291
3310,232954.4276258829
9286,149847.88943480095
11260,211465.29288686207
5214,101203.33595865127
11307,170009.90751109552
13543,324207.1538908044
615,205354.2516418444
3495,231774.4488545414
2321,274372.0011495715
12046,189213.78951629717
16688,101752.35168668907
12694,254625.92466819426
783,112336.62668239558
8968,217608.47480159765
13454,180594.0638115364
12190,248183.35485934652
11160,130428.40654380759
10291,179714.60055297846
891,295796.3721475564
2982,191305.59764812002
3818,275642.76828530524
2449,164457.12040186813
8317,126803.45284724934
4922,186627.62241369765
1257,236303.0194463348
9348,259661.35966703063
4176,193139.53709210688
10704,206798.83919884032
6624,153022.986915275
5428,174934.2578028813
12749,212562.3128753421
8994,247172.3459067545
11513,107992.12867802102
3047,158795.83070268342
9519,247222.29847012367
12309,177498.36388762482
14081,276248.5168766673
8334,252392.7458666619
6343,147739.95191768557
14788,108060.06881538033
15748,351805.9222840695
153,257834.46375945117
14149,225272.81144838035
269,200236.05848601134
5452,151776.25536656938
721,171238.5859289323
5079,263853.20089695184
2831,160410.46339357365
10614,108946.6071796501
10131,284587.515515964
9996,312018.99409470847
3061,239040.03451029677
11733,280770.82440404873
3726,270319.7684886069
10929,203461.78913998092
9011,257372.47231301898
16182,244737.1300513069
4976,186354.44603675185
9897,224978.41301047755
1872,217503.4227667353
9205,265225.1704159281
5403,328809.3892470738
14074,183196.31234601513
6268,128242.46576787299
14232,204304.35548856342
8532,293045.59359677834
7034,202903.22715161694
6553,431321.6578078531
3133,193865.59278714005
8596,181840.11793462466
12389,253039.12851471826
14462,173443.077664793
8860,261582.0950155561
8377,272173.955239316
6367,307019.5969419703
6917,257025.32255952386
4216,149080.25081507815
5806,155720.60940837208
5438,164693.355847931
6632,207499.44064531755
2650,153981.27370814746
5396,176098.3306249003
4044,168710.0800611158
1345,237672.32388903992
856,128923.04292163253
12791,227461.02978222305
12499,233003.5929295346
12249,114612.6463831421
14641,205200.3481528638
1919,166961.66224477254
7848,183729.17014365224
10749,163360.34314225102
15554,225396.14397551352
15834,217061.81950155832
1355,259080.13402007613
15451,168916.37067947676
12401,287798.9610141311
10290,205029.9166004667
9462,161052.4810671257
3103,236437.70615644334
3420,132139.85992038716
12262,237795.09013856016
5032,181388.73903151322
8949,275171.00131953554
15567,231667.4124951316
16389,143766.08705608314
7809,152172.29246233637
8990,212459.70064195758
16089,276397.73683642223
12743,141624.07431961875
5132,87816.0222659274
1619,242712.0399442073
2428,103208.78600308951
16741,180817.54162489017
13193,251508.34476686595
12588,324896.7392487037
5067,194208.6665117005
14685,112087.4120863867
2292,159553.3761408436
5746,136946.49587489525
12578,186694.81469737738
14834,214835.92981538316
2147,222024.12307641748
8222,119029.32650387147
10419,336255.8470211602
11492,241933.10110096587
3006,221731.82186522195
8761,251155.2352531571
15371,297364.6188349924
16367,211019.7375110155
6317,239287.26161167584
10878,278827.65829793876
3895,174521.74310428277
8041,170843.61659854464
13428,310734.0168348281
14669,134027.09305423126
1006,219161.2256451985
12271,169721.6223793244
3764,425477.6996135847
7675,192065.5171334138
11709,218657.3209414319
8629,165212.1658656299
1105,269938.7849922986
6096,145899.84841948934
11727,230745.0401738314
5157,219929.22727645747
3679,182014.8621323174
1755,181325.48202351807
7391,179715.91442816984
7425,152688.85024380172
6882,307911.0192708648
10752,298197.9999420042
7472,237605.4101662524
14320,125301.09181821346
9596,170104.98730664747
5317,199403.28022435075
7378,111601.50555310631
16154,182647.63731444348
3464,197220.35719966702
4197,267314.67460855236
9477,125982.50241831783
12705,172480.70806925278
16426,183701.24514078163
1481,117999.895252157
9946,258681.05286338972
12025,136276.13978867466
5341,230210.44194611814
9923,331403.35963326134
7953,257958.62546779728
11066,276092.456816969
5037,177820.5225756634
2509,224471.69312777184
4937,333889.50200440735
12089,285184.5068109599
4964,179762.27690146863
16500,246140.31355896965
4625,138423.9443855388
2363,298358.31048945105
8148,184376.16723637376
3804,199533.9165979321
4584,125797.74317729753
10694,168021.95711920084
2691,227284.61480340455
2983,221177.89662043005
13563,283421.9878875152
10747,212138.4261942776
1721,185923.36235092534
2789,222735.5409605722
7214,260244.39587008907
8659,239071.64623379475
5107,295084.95161455404
3843,218558.36537041096
14610,305334.66672744276
15505,192273.7956344043
5060,215594.3594288882
16055,286970.32553876657
14963,193538.40855564084
4118,121749.8503461564
1672,138531.74467049818
3209,209852.59695056314
16515,136328.41326601896
973,126546.26027325727
12529,180853.0159255755
5896,113632.52062823577
5450,250263.29481353937
3249,148029.73551903013
8911,244584.19239142071
5898,242771.69074815605
1024,199971.37418582337
4766,181912.2519077328
15804,189934.38388186553
14303,162932.084844762
10707,269122.1564055532
6605,275180.11123602185
1138,424756.77976029366
14088,302896.40217054216
9154,193148.59817955596
8190,192111.93133221893
398,258795.40097378567
13302,314975.53488053475
9696,105662.76633442892
16786,140011.3035680717
16230,218976.9346749857
6552,208118.46648846986
923,233134.2110028793
9602,288454.2242623707
5857,206662.48255960597
8120,173510.70229838137
7134,224007.35380100505
11726,150537.6130119008
8069,151336.1626877673
12420,195465.52847553696
8604,315936.2758636307
4854,246023.5524618039
12212,195764.50784377055
12099,314743.183633456
3882,304629.8538676216
6995,303613.74729385134
10172,191511.68630429916
11672,245423.76578932535
12897,271879.5674369368
16097,199095.27594486205
6779,252625.81697093695
11199,184996.45236954186
10816,358800.81157881627
143,293119.57406435953
5399,284014.55291575147
3286,154816.65793469967
13706,226348.58730422007
1935,328274.97544619255
16000,198549.5368992295
2860,216776.41757550696
11407,291148.4757132442
16378,232286.06105409842
12278,203509.32958438806
3842,156136.52426940855
2692,313903.81533637596
7699,166467.42683773022
6825,280271.5351582705
7268,266992.6377634178
1477,324816.81450219033
9887,190788.18798972853
9436,223913.00072839716
3179,280232.12154539255
1350,302359.15142872045
10643,201336.57996365894
5793,213660.45727054356
11494,358131.65055750404
4206,218104.36425643926
12419,242319.68577547045
8530,194747.3700115406
5985,194329.0040219212
8908,228192.5819136384
256,87259.11232616752
7234,198882.68697459204
5648,221428.92160548782
3014,247603.0939886868
2184,184861.3535162215
9189,289336.09683963703
14884,232404.09650681913
10333,200354.5503254654
15896,140874.32167672832
13269,138979.87061166763
8603,260784.7844802877
15087,190168.0080986824
4344,186468.86164560588
7981,118212.67281184904
10908,248017.20982766105
6190,176981.8675467372
11742,173913.41101448517
9224,185540.45211465564
14667,201610.3439799957
458,152377.16629091324
2464,304655.7689965684
12320,237769.97618299443
278,253412.65291305166
2912,231834.7649150486
6698,238505.24755036598
4510,140032.62601015344
4183,229390.33855293645
5551,283623.5651480127
12187,187867.43844774226
7948,217946.27085502446
10808,194351.4460099535
12432,183887.2950477861
5356,227278.13134655636
8984,372710.57105730893
9203,158942.56538336817
15412,161107.04584089573
12041,170396.61593945045
7644,327672.88321605185
7071,238792.35332370969
10685,166172.4415560416
6763,206526.98114290787
940,117478.63780663023
14959,184921.88192403084
1338,161913.1004606136
5351,175190.91778737772
6524,222911.6138491258
12516,134882.49004898174
3288,269542.12117939116
3146,259373.70268955734
3954,173823.66069696983
11955,201177.75379201304
1211,178849.86715647439
15668,219718.76763671404
1320,162963.98120099073
9108,167347.77536340477
16482,184969.42626062268
5017,183900.90316883894
8290,190642.73129221238
4304,334010.0409052521
1930,226472.50164820673
12530,208455.55304501625
11295,229591.1963681369
3002,145142.22164807701
15483,192842.80309882434
11525,215478.92032001168
13978,169786.4856192479
4885,150095.94681132305
8325,137512.29682384664
3630,205268.78279495053
9165,222503.63358539063
13945,231237.77490940178
10663,192511.119459406
14803,175620.94405021705
7621,161169.72004451975
8205,236994.84660124732
10387,182689.21492944658
5457,110582.1851778375
10234,342812.9520218563
6251,129706.49808667786
701,279105.1781761907
7930,209476.11203142395
15028,129400.78273159685
12172,104370.12903593853
5805,181231.83687449945
